,address,legacy_escrow,c_ratio,collateral,debt
21,0x7E8DC0f834FACa3bFc28C9771Da52C45cCdef6A0,0.0,0.0,0.0,0.0
22,0x5DC3E8F17f0CF332dad4C5De32342d4C3B57FD87,0.0,9.300224358872203,422.55842151379903,97.35765194993576
23,0xDcDa3d581345437C7c880773c0b6005398844FEb,0.0,0.0,0.0,0.0
24,0xd9d5b0231000E833283378163f36534D641258D8,0.0,0.0,0.0,0.0
25,0x7f9A445Fb4D784AC0C0DB2DFF5BDF4EBCc092249,0.0,0.0,0.0,0.0
26,0x2ba9dc74F0CB1a184B35615c8Cb6de5e45969644,0.0,0.0,6.4031051358227e-05,0.0
27,0x122A2943A2A1aaeF7aa68C881b760e3abddF10DC,2797.8900000000003,0.0,2797.8900000000003,0.0
28,0xd235626cC7fC901d8e7b6c5a347dFf8e06b9d987,0.0,0.0,0.0,0.0
29,0x2C771997884e5aD3582f3F4cdDE9BD4b536B5D7d,2518.27,0.0,2518.27,0.0
30,0xD72708E95577F80056Fd6A44EC30d644B5A86486,0.0,0.0,0.0,0.0
31,0x2Ceb2b6515108f1dbC748784Cf42910069004E70,0.0,0.0,0.0,0.0
32,0x9c22b9fAc91B43e0edF8656eBF715A8102127aa0,7853.16,0.0,7853.16,0.0
33,0x409356fCB427e991abAe8E0bDA181BFa8db98C26,2717.94,0.0,2717.94,0.0
34,0x0FF880130B09Fe30bD1e550dA1C052AFD0D0733E,0.0,0.0,0.0,0.0
35,0xD7194817EdB6f381A390B9Dc50BAE7a2e19558f6,0.0,0.0,0.0,0.0
36,0xB459603f63aB196c52513E2e397385E9E6cabc85,4028.0299999999997,0.0,4046.9080759,0.0
37,0xe426B9F168F1F61c8EbDe6dD1fc8F2af7f519A76,0.0,0.0,0.0,0.0
38,0x95c5DF9fA8cC423E7e86eB356C5d4A63E2125d52,7660.410000000001,0.0,7698.166151900001,0.0
39,0xcA53076B6978FBcffd71913f496c9C7B3eB210b0,0.0,0.0,2893.9180759,0.0
40,0x90d84d13e13ceF43325a2B645E6A82052784B1c3,2017.6499999999999,0.0,2017.6499999999999,0.0
41,0xB69e74324bc030F1B5409236EFA461496D439116,0.0,0.0,0.0,0.0
42,0x917b4B0E86fC7766695095dD1A5292B3BE8b2D14,0.0,0.0,0.0,0.0
43,0xE7c7c6055263203a16F3B2693e95b271B54F3d84,0.0,0.0,0.0,0.0
44,0x708264E430Ef9886D79cfB3D5Bb2a23053BCaC9A,0.0,0.0,0.0,0.0
